Getting T ready...
Inputs
Spurious whole dataset
data_root: /ocean/projects/asc170022p/shg121/PhD/ICLR-2022/data/spurious/waterbird_complete95_forest2water2
json_root: /ocean/projects/asc170022p/shg121/PhD/ICLR-2022/codebase/data_preprocessing
logs: /ocean/projects/asc170022p/shg121/PhD/ICLR-2022/log/spurious-cub-waterbird-landbird-224
checkpoints: /ocean/projects/asc170022p/shg121/PhD/ICLR-2022/checkpoints/spurious-cub-waterbird-landbird-224
checkpoint_file: g_best_model_epoch_51.pth.tar
output: /ocean/projects/asc170022p/shg121/PhD/ICLR-2022/out/spurious-cub-waterbird-landbird-224
attribute_file_name: attributes_spurious.npy
seed: 0
pretrained: True
dataset: cub
img_size: 224
bs: 16
lr: 0.001
epochs: 300
solver_LR: sgd
loss_LR: BCE
epochs_LR: 200
layer: layer4
flattening_type: adaptive
smoothing_value: 0.0
arch: ResNet50
concept_names: ['has_bill_shape_dagger', 'has_bill_shape_hooked_seabird', 'has_bill_shape_allpurpose', 'has_bill_shape_cone', 'has_wing_color_brown', 'has_wing_color_grey', 'has_wing_color_yellow', 'has_wing_color_black', 'has_wing_color_white', 'has_wing_color_buff', 'has_upperparts_color_brown', 'has_upperparts_color_grey', 'has_upperparts_color_yellow', 'has_upperparts_color_black', 'has_upperparts_color_white', 'has_upperparts_color_buff', 'has_underparts_color_brown', 'has_underparts_color_grey', 'has_underparts_color_yellow', 'has_underparts_color_black', 'has_underparts_color_white', 'has_underparts_color_buff', 'has_breast_pattern_solid', 'has_breast_pattern_striped', 'has_breast_pattern_multicolored', 'has_back_color_brown', 'has_back_color_grey', 'has_back_color_yellow', 'has_back_color_black', 'has_back_color_white', 'has_back_color_buff', 'has_tail_shape_notched_tail', 'has_upper_tail_color_brown', 'has_upper_tail_color_grey', 'has_upper_tail_color_black', 'has_upper_tail_color_white', 'has_upper_tail_color_buff', 'has_head_pattern_plain', 'has_head_pattern_capped', 'has_breast_color_brown', 'has_breast_color_grey', 'has_breast_color_yellow', 'has_breast_color_black', 'has_breast_color_white', 'has_breast_color_buff', 'has_throat_color_grey', 'has_throat_color_yellow', 'has_throat_color_black', 'has_throat_color_white', 'has_eye_color_black', 'has_bill_length_about_the_same_as_head', 'has_bill_length_shorter_than_head', 'has_forehead_color_blue', 'has_forehead_color_brown', 'has_forehead_color_grey', 'has_forehead_color_yellow', 'has_forehead_color_black', 'has_forehead_color_white', 'has_forehead_color_red', 'has_under_tail_color_brown', 'has_under_tail_color_grey', 'has_under_tail_color_yellow', 'has_under_tail_color_black', 'has_under_tail_color_white', 'has_under_tail_color_buff', 'has_nape_color_blue', 'has_nape_color_brown', 'has_nape_color_grey', 'has_nape_color_yellow', 'has_nape_color_black', 'has_nape_color_white', 'has_nape_color_buff', 'has_belly_color_grey', 'has_belly_color_yellow', 'has_belly_color_black', 'has_belly_color_white', 'has_belly_color_buff', 'has_wing_shape_roundedwings', 'has_size_small_5__9_in', 'has_size_medium_9__16_in', 'has_size_very_small_3__5_in', 'has_shape_perchinglike', 'has_back_pattern_solid', 'has_back_pattern_striped', 'has_back_pattern_multicolored', 'has_tail_pattern_solid', 'has_tail_pattern_multicolored', 'has_belly_pattern_solid', 'has_primary_color_brown', 'has_primary_color_grey', 'has_primary_color_yellow', 'has_primary_color_black', 'has_primary_color_white', 'has_primary_color_buff', 'has_leg_color_grey', 'has_leg_color_black', 'has_leg_color_buff', 'has_bill_color_grey', 'has_bill_color_black', 'has_crown_color_blue', 'has_crown_color_brown', 'has_crown_color_grey', 'has_crown_color_yellow', 'has_crown_color_black', 'has_crown_color_white', 'has_wing_pattern_solid', 'has_wing_pattern_striped', 'has_wing_pattern_multicolored', 'has_ocean', 'has_lake', 'has_bamboo', 'has_forest']
labels: ['0 (Landbird)', '1 (Waterbird)']
spurious_specific_classes: n
spurious_waterbird_landbird: y
projected: n
weight_decay: 0.0001
Device: cuda
BB is loaded from /ocean/projects/asc170022p/shg121/PhD/ICLR-2022/checkpoints/spurious-cub-waterbird-landbird-224/cub/BB/lr_0.001_epochs_300/ResNet50/g_best_model_epoch_51.pth.tar
Loading dataloader for waterbird-landbird
/ocean/projects/asc170022p/shg121/PhD/ICLR-2022/data/spurious/waterbird_complete95_forest2water2
(11788, 119)
Attr size: (11788, 112)
Time to load train-test-val datasets: 53.556389808654785 secs
################## TB Log path ###################
/ocean/projects/asc170022p/shg121/PhD/ICLR-2022/log/spurious-cub-waterbird-landbird-224/cub/t/lr_0.001_epochs_300_ResNet50_layer4_adaptive_sgd_BCE/Run(lr=0.001, now='2022-08-25-05H-48M-42S')
################## TB Log path ###################

####################### Statistics on dev set #########################
112
(5794, 112)
(5794, 112)
has_bill_shape_dagger: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_upper_tail_color_brown : 0.8239
has_upper_tail_color_grey : 0.7266
has_upper_tail_color_black : 0.8086
has_upper_tail_color_white : 0.8286
has_upper_tail_color_buff : 0.8355
has_head_pattern_plain : 0.8201
has_head_pattern_capped : 0.7077
has_breast_color_brown : 0.7467
has_breast_color_grey : 0.6786
has_breast_color_yellow : 0.9005
has_breast_color_black : 0.7577
has_breast_color_white : 0.7635
has_breast_color_buff : 0.7564
has_throat_color_grey : 0.6263
has_throat_color_yellow : 0.8561
has_throat_color_black : 0.7978
has_throat_color_white : 0.7819
has_eye_color_black : 0.8190
has_bill_length_about_the_same_as_head : 0.8237
has_bill_length_shorter_than_head : 0.8438
has_forehead_color_blue : 0.8960
has_forehead_color_brown : 0.8146
has_forehead_color_grey : 0.7503
has_forehead_color_yellow : 0.7945
has_forehead_color_black : 0.7565
has_forehead_color_white : 0.8467
has_forehead_color_red : 0.9115
has_under_tail_color_brown : 0.8263
has_under_tail_color_grey : 0.6938
has_under_tail_color_yellow : 0.7608
has_under_tail_color_black : 0.8115
has_under_tail_color_white : 0.8070
has_under_tail_color_buff : 0.8086
has_nape_color_blue : 0.8958
has_nape_color_brown : 0.7825
has_nape_color_grey : 0.7184
has_nape_color_yellow : 0.8527
has_nape_color_black : 0.8116
has_nape_color_white : 0.8467
has_nape_color_buff : 0.7990
has_belly_color_grey : 0.6692
has_belly_color_yellow : 0.9092
has_belly_color_black : 0.8368
has_belly_color_white : 0.7695
has_belly_color_buff : 0.7251
has_wing_shape_roundedwings : 0.7104
has_size_small_5__9_in : 0.7754
has_size_medium_9__16_in : 0.9204
has_size_very_small_3__5_in : 0.6706
has_shape_perchinglike : 0.8803
has_back_pattern_solid : 0.7572
has_back_pattern_striped : 0.8714
has_back_pattern_multicolored : 0.6986
has_tail_pattern_solid : 0.7307
has_tail_pattern_multicolored : 0.7537
has_belly_pattern_solid : 0.7645
has_primary_color_brown : 0.8170
has_primary_color_grey : 0.7560
has_primary_color_yellow : 0.9133
has_primary_color_black : 0.8513
has_primary_color_white : 0.8069
has_primary_color_buff : 0.8031
has_leg_color_grey : 0.7199
has_leg_color_black : 0.7304
has_leg_color_buff : 0.7151
has_bill_color_grey : 0.6610
has_bill_color_black : 0.7615
has_crown_color_blue : 0.8961
has_crown_color_brown : 0.8082
has_crown_color_grey : 0.6965
has_crown_color_yellow : 0.8178
has_crown_color_black : 0.7627
has_crown_color_white : 0.8157
has_wing_pattern_solid : 0.7638
has_wing_pattern_striped : 0.8487
has_wing_pattern_multicolored : 0.7835
has_ocean : 0.8605
has_lake : 0.7471
has_bamboo : 0.9308
has_forest : 0.8661
------------------------
####################### Statistics on dev set #########################
468182
<dataset.dataset_cubs.DRODatasetFinal object at 0x14e0a50165d0>
112
Epoch: [101/200] Train_loss: 0.2968 Train_Accuracy: 87.1782 (%) Val_loss: 0.3232 Best_Val_Accuracy: 86.1958 (%)  Epoch_Duration: 45.2516

####################### Statistics on dev set #########################
112
(590988, 112)
(590988, 112)
has_bill_shape_dagger: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_bill_shape_hooked_seabird: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_bill_shape_allpurpose: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_bill_shape_cone: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_wing_color_brown: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_wing_color_grey: {'accuracy': 0.9107142857142857, 'precision': 0.42857142857142855, 'recall': 0.3333333333333333, 'f1': 0.375}
has_wing_color_yellow: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_wing_color_black: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_wing_color_white: {'accuracy': 0.9375, 'precision': 0.75, 'recall': 0.3333333333333333, 'f1': 0.46153846153846156}
has_wing_color_buff: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_upperparts_color_brown: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_upperparts_color_grey: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_upperparts_color_yellow: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_upperparts_color_black: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_upperparts_color_white: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_upperparts_color_buff: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_underparts_color_brown: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_underparts_color_grey: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_underparts_color_yellow: {'accuracy': 0.9107142857142857, 'precision': 0.42857142857142855, 'recall': 0.3333333333333333, 'f1': 0.375}
has_underparts_color_black: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_underparts_color_white: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_underparts_color_buff: {'accuracy': 0.9375, 'precision': 0.6666666666666666, 'recall': 0.4444444444444444, 'f1': 0.5333333333333333}
has_breast_pattern_solid: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_breast_pattern_striped: {'accuracy': 0.9375, 'precision': 0.75, 'recall': 0.3333333333333333, 'f1': 0.46153846153846156}
has_breast_pattern_multicolored: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_back_color_brown: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_back_color_grey: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_back_color_yellow: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_back_color_black: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_back_color_white: {'accuracy': 0.9285714285714286, 'precision': 0.5714285714285714, 'recall': 0.4444444444444444, 'f1': 0.5}
has_back_color_buff: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_tail_shape_notched_tail: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_upper_tail_color_brown: {'accuracy': 0.8125, 'precision': 0.42857142857142855, 'recall': 0.15, 'f1': 0.2222222222222222}
has_upper_tail_color_grey: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_upper_tail_color_black: {'accuracy': 0.8125, 'precision': 0.42857142857142855, 'recall': 0.15, 'f1': 0.2222222222222222}
has_upper_tail_color_white: {'accuracy': 0.8392857142857143, 'precision': 0.6666666666666666, 'recall': 0.2, 'f1': 0.30769230769230765}
has_upper_tail_color_buff: {'accuracy': 0.8303571428571429, 'precision': 0.5714285714285714, 'recall': 0.2, 'f1': 0.29629629629629634}
has_head_pattern_plain: {'accuracy': 0.8392857142857143, 'precision': 0.75, 'recall': 0.15, 'f1': 0.24999999999999997}
has_head_pattern_capped: {'accuracy': 0.8571428571428571, 'precision': 0.75, 'recall': 0.3, 'f1': 0.4285714285714285}
has_breast_color_brown: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_breast_color_grey: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_breast_color_yellow: {'accuracy': 0.8571428571428571, 'precision': 1.0, 'recall': 0.2, 'f1': 0.33333333333333337}
has_breast_color_black: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_breast_color_white: {'accuracy': 0.8214285714285714, 'precision': 0.5, 'recall': 0.15, 'f1': 0.23076923076923075}
has_breast_color_buff: {'accuracy': 0.8303571428571429, 'precision': 0.5714285714285714, 'recall': 0.2, 'f1': 0.29629629629629634}
has_throat_color_grey: {'accuracy': 0.8392857142857143, 'precision': 0.6666666666666666, 'recall': 0.2, 'f1': 0.30769230769230765}
has_throat_color_yellow: {'accuracy': 0.8482142857142857, 'precision': 0.8, 'recall': 0.2, 'f1': 0.32000000000000006}
has_throat_color_black: {'accuracy': 0.8303571428571429, 'precision': 0.5714285714285714, 'recall': 0.2, 'f1': 0.29629629629629634}
has_throat_color_white: {'accuracy': 0.8214285714285714, 'precision': 0.5, 'recall': 0.2, 'f1': 0.28571428571428575}
has_eye_color_black: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_bill_length_about_the_same_as_head: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_bill_length_shorter_than_head: {'accuracy': 0.8125, 'precision': 0.42857142857142855, 'recall': 0.15, 'f1': 0.2222222222222222}
has_forehead_color_blue: {'accuracy': 0.8482142857142857, 'precision': 0.7142857142857143, 'recall': 0.25, 'f1': 0.37037037037037035}
has_forehead_color_brown: {'accuracy': 0.8392857142857143, 'precision': 0.6666666666666666, 'recall': 0.2, 'f1': 0.30769230769230765}
has_forehead_color_grey: {'accuracy': 0.8214285714285714, 'precision': 0.5, 'recall': 0.15, 'f1': 0.23076923076923075}
has_forehead_color_yellow: {'accuracy': 0.8214285714285714, 'precision': 0.5, 'recall': 0.2, 'f1': 0.28571428571428575}
has_forehead_color_black: {'accuracy': 0.8392857142857143, 'precision': 0.6666666666666666, 'recall': 0.2, 'f1': 0.30769230769230765}
has_forehead_color_white: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_forehead_color_red: {'accuracy': 0.8303571428571429, 'precision': 0.6, 'recall': 0.15, 'f1': 0.24}
has_under_tail_color_brown: {'accuracy': 0.8214285714285714, 'precision': 0.5, 'recall': 0.15, 'f1': 0.23076923076923075}
has_under_tail_color_grey: {'accuracy': 0.9107142857142857, 'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1': 0.4444444444444444}
has_under_tail_color_yellow: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_under_tail_color_black: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_under_tail_color_white: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_under_tail_color_buff: {'accuracy': 0.9107142857142857, 'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1': 0.4444444444444444}
has_nape_color_blue: {'accuracy': 0.9017857142857143, 'precision': 0.5714285714285714, 'recall': 0.3333333333333333, 'f1': 0.4210526315789474}
has_nape_color_brown: {'accuracy': 0.9107142857142857, 'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1': 0.4444444444444444}
has_nape_color_grey: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_nape_color_yellow: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_nape_color_black: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_nape_color_white: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_nape_color_buff: {'accuracy': 0.875, 'precision': 0.375, 'recall': 0.25, 'f1': 0.3}
has_belly_color_grey: {'accuracy': 0.9107142857142857, 'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1': 0.4444444444444444}
has_belly_color_yellow: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_belly_color_black: {'accuracy': 0.8928571428571429, 'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333}
has_belly_color_white: {'accuracy': 0.8839285714285714, 'precision': 0.42857142857142855, 'recall': 0.25, 'f1': 0.3157894736842105}
has_belly_color_buff: {'accuracy': 0.8928571428571429, 'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333}
has_wing_shape_roundedwings: {'accuracy': 0.8928571428571429, 'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333}
has_size_small_5__9_in: {'accuracy': 0.9017857142857143, 'precision': 0.5714285714285714, 'recall': 0.3333333333333333, 'f1': 0.4210526315789474}
has_size_medium_9__16_in: {'accuracy': 0.9017857142857143, 'precision': 0.5714285714285714, 'recall': 0.3333333333333333, 'f1': 0.4210526315789474}
has_size_very_small_3__5_in: {'accuracy': 0.9017857142857143, 'precision': 0.5714285714285714, 'recall': 0.3333333333333333, 'f1': 0.4210526315789474}
has_shape_perchinglike: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_back_pattern_solid: {'accuracy': 0.8928571428571429, 'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333}
has_back_pattern_striped: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_back_pattern_multicolored: {'accuracy': 0.9107142857142857, 'precision': 0.625, 'recall': 0.4166666666666667, 'f1': 0.5}
has_tail_pattern_solid: {'accuracy': 0.9017857142857143, 'precision': 0.5714285714285714, 'recall': 0.3333333333333333, 'f1': 0.4210526315789474}
has_tail_pattern_multicolored: {'accuracy': 0.8839285714285714, 'precision': 0.42857142857142855, 'recall': 0.25, 'f1': 0.3157894736842105}
has_belly_pattern_solid: {'accuracy': 0.9017857142857143, 'precision': 0.6, 'recall': 0.25, 'f1': 0.35294117647058826}
has_primary_color_brown: {'accuracy': 0.8303571428571429, 'precision': 0.875, 'recall': 0.28, 'f1': 0.42424242424242425}
has_primary_color_grey: {'accuracy': 0.8125, 'precision': 0.8333333333333334, 'recall': 0.2, 'f1': 0.3225806451612903}
has_primary_color_yellow: {'accuracy': 0.8392857142857143, 'precision': 0.8888888888888888, 'recall': 0.32, 'f1': 0.47058823529411764}
has_primary_color_black: {'accuracy': 0.8125, 'precision': 0.8333333333333334, 'recall': 0.2, 'f1': 0.3225806451612903}
has_primary_color_white: {'accuracy': 0.8214285714285714, 'precision': 0.8571428571428571, 'recall': 0.24, 'f1': 0.375}
has_primary_color_buff: {'accuracy': 0.8214285714285714, 'precision': 0.8571428571428571, 'recall': 0.24, 'f1': 0.375}
has_leg_color_grey: {'accuracy': 0.8125, 'precision': 0.8333333333333334, 'recall': 0.2, 'f1': 0.3225806451612903}
has_leg_color_black: {'accuracy': 0.8125, 'precision': 0.7, 'recall': 0.28, 'f1': 0.4}
has_leg_color_buff: {'accuracy': 0.8392857142857143, 'precision': 0.8888888888888888, 'recall': 0.32, 'f1': 0.47058823529411764}
has_bill_color_grey: {'accuracy': 0.8303571428571429, 'precision': 0.875, 'recall': 0.28, 'f1': 0.42424242424242425}
has_bill_color_black: {'accuracy': 0.8125, 'precision': 0.8333333333333334, 'recall': 0.2, 'f1': 0.3225806451612903}
has_crown_color_blue: {'accuracy': 0.8125, 'precision': 0.8333333333333334, 'recall': 0.2, 'f1': 0.3225806451612903}
has_crown_color_brown: {'accuracy': 0.8035714285714286, 'precision': 0.7142857142857143, 'recall': 0.2, 'f1': 0.3125}
has_crown_color_grey: {'accuracy': 0.8035714285714286, 'precision': 0.7142857142857143, 'recall': 0.2, 'f1': 0.3125}
has_crown_color_yellow: {'accuracy': 0.8214285714285714, 'precision': 1.0, 'recall': 0.2, 'f1': 0.33333333333333337}
has_crown_color_black: {'accuracy': 0.8303571428571429, 'precision': 0.875, 'recall': 0.28, 'f1': 0.42424242424242425}
has_crown_color_white: {'accuracy': 0.8303571428571429, 'precision': 0.875, 'recall': 0.28, 'f1': 0.42424242424242425}
has_wing_pattern_solid: {'accuracy': 0.8214285714285714, 'precision': 0.8571428571428571, 'recall': 0.24, 'f1': 0.375}
has_wing_pattern_striped: {'accuracy': 0.8125, 'precision': 0.8333333333333334, 'recall': 0.2, 'f1': 0.3225806451612903}
has_wing_pattern_multicolored: {'accuracy': 0.8125, 'precision': 0.75, 'recall': 0.24, 'f1': 0.36363636363636365}
has_ocean: {'accuracy': 0.8125, 'precision': 0.8333333333333334, 'recall': 0.2, 'f1': 0.3225806451612903}
has_lake: {'accuracy': 0.8392857142857143, 'precision': 1.0, 'recall': 0.28, 'f1': 0.43750000000000006}
has_bamboo: {'accuracy': 0.8214285714285714, 'precision': 0.8571428571428571, 'recall': 0.24, 'f1': 0.375}
has_forest: {'accuracy': 0.8214285714285714, 'precision': 0.8571428571428571, 'recall': 0.24, 'f1': 0.375}
Overall Accuracy: 0.8506371654633549
<<< Model Test Results: AUROC >>>
MEAN : 0.7959
has_bill_shape_dagger : 0.8329
has_bill_shape_hooked_seabird : 0.8813
has_bill_shape_allpurpose : 0.7578
has_bill_shape_cone : 0.8040
has_wing_color_brown : 0.8673
has_wing_color_grey : 0.7488
has_wing_color_yellow : 0.7741
has_wing_color_black : 0.7796
has_wing_color_white : 0.7588
has_wing_color_buff : 0.8600
has_upperparts_color_brown : 0.8711
has_upperparts_color_grey : 0.7567
has_upperparts_color_yellow : 0.8874
has_upperparts_color_black : 0.7776
has_upperparts_color_white : 0.7927
has_upperparts_color_buff : 0.8298
has_underparts_color_brown : 0.7381
has_underparts_color_grey : 0.6820
has_underparts_color_yellow : 0.8956
has_underparts_color_black : 0.8136
has_underparts_color_white : 0.7538
has_underparts_color_buff : 0.7518
has_breast_pattern_solid : 0.7605
has_breast_pattern_striped : 0.8451
has_breast_pattern_multicolored : 0.7317
has_back_color_brown : 0.8478
has_back_color_grey : 0.7477
has_back_color_yellow : 0.8634
has_back_color_black : 0.7980
has_back_color_white : 0.8466
has_back_color_buff : 0.8306
has_tail_shape_notched_tail : 0.7507
has_upper_tail_color_brown : 0.8243
has_upper_tail_color_grey : 0.7270
has_upper_tail_color_black : 0.8089
has_upper_tail_color_white : 0.8293
has_upper_tail_color_buff : 0.8361
has_head_pattern_plain : 0.8204
has_head_pattern_capped : 0.7084
has_breast_color_brown : 0.7476
has_breast_color_grey : 0.6795
has_breast_color_yellow : 0.9009
has_breast_color_black : 0.7581
has_breast_color_white : 0.7639
has_breast_color_buff : 0.7571
has_throat_color_grey : 0.6273
has_throat_color_yellow : 0.8566
has_throat_color_black : 0.7982
has_throat_color_white : 0.7822
has_eye_color_black : 0.8194
has_bill_length_about_the_same_as_head : 0.8240
has_bill_length_shorter_than_head : 0.8441
has_forehead_color_blue : 0.8964
has_forehead_color_brown : 0.8152
has_forehead_color_grey : 0.7510
has_forehead_color_yellow : 0.7951
has_forehead_color_black : 0.7569
has_forehead_color_white : 0.8470
has_forehead_color_red : 0.9120
has_under_tail_color_brown : 0.8269
has_under_tail_color_grey : 0.6944
has_under_tail_color_yellow : 0.7615
has_under_tail_color_black : 0.8118
has_under_tail_color_white : 0.8076
has_under_tail_color_buff : 0.8096
has_nape_color_blue : 0.8963
has_nape_color_brown : 0.7831
has_nape_color_grey : 0.7190
has_nape_color_yellow : 0.8533
has_nape_color_black : 0.8120
has_nape_color_white : 0.8471
has_nape_color_buff : 0.7996
has_belly_color_grey : 0.6700
has_belly_color_yellow : 0.9097
has_belly_color_black : 0.8372
has_belly_color_white : 0.7698
has_belly_color_buff : 0.7257
has_wing_shape_roundedwings : 0.7107
has_size_small_5__9_in : 0.7757
has_size_medium_9__16_in : 0.9206
has_size_very_small_3__5_in : 0.6712
has_shape_perchinglike : 0.8806
has_back_pattern_solid : 0.7575
has_back_pattern_striped : 0.8719
has_back_pattern_multicolored : 0.6993
has_tail_pattern_solid : 0.7310
has_tail_pattern_multicolored : 0.7542
has_belly_pattern_solid : 0.7649
has_primary_color_brown : 0.8175
has_primary_color_grey : 0.7565
has_primary_color_yellow : 0.9136
has_primary_color_black : 0.8517
has_primary_color_white : 0.8073
has_primary_color_buff : 0.8036
has_leg_color_grey : 0.7203
has_leg_color_black : 0.7308
has_leg_color_buff : 0.7159
has_bill_color_grey : 0.6616
has_bill_color_black : 0.7618
has_crown_color_blue : 0.8965
has_crown_color_brown : 0.8088
has_crown_color_grey : 0.6971
has_crown_color_yellow : 0.8182
has_crown_color_black : 0.7631
has_crown_color_white : 0.8160
has_wing_pattern_solid : 0.7641
has_wing_pattern_striped : 0.8491
has_wing_pattern_multicolored : 0.7839
has_ocean : 0.8611
has_lake : 0.7475
has_bamboo : 0.9311
has_forest : 0.8665
------------------------
####################### Statistics on dev set #########################
468289
<dataset.dataset_cubs.DRODatasetFinal object at 0x14e0a50165d0>
112

 Old best val accuracy: 86.19584915429755 (%) || New best val accuracy: 86.21095098377633 (%) , and new model saved..


 /ocean/projects/asc170022p/shg121/PhD/ICLR-2022/checkpoints/spurious-cub-waterbird-landbird-224/cub/t/lr_0.001_epochs_300/lr_0.001_epochs_300_ResNet50_layer4_adaptive_sgd_BCE/g_best_model_epoch_102.pth.tar

Epoch: [102/200] Train_loss: 0.2964 Train_Accuracy: 87.1982 (%) Val_loss: 0.3231 Best_Val_Accuracy: 86.211 (%)  Epoch_Duration: 45.2687

####################### Statistics on dev set #########################
112
(596782, 112)
(596782, 112)
has_bill_shape_dagger: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_bill_shape_hooked_seabird: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_bill_shape_allpurpose: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_bill_shape_cone: {'accuracy': 0.9196428571428571, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}
has_wing_color_brown: {'accuracy': 0.9285714285714286, 'precision': 0.6, 'recall': 0.3333333333333333, 'f1': 0.42857142857142855}
has_wing_color_grey: {'accuracy': 0.9107142857142857, 'precision': 0.42857142857142855, 'recall': 0.3333333333333333, 'f1': 0.375}
